"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20090101","2009","52","2009","548","VUT","Vanuatu","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","466","false","-1","N/A",,"false","466","false",,"false","274",,"274","0","true","false",
"C","A","20090101","2009","52","2009","554","NZL","New Zealand","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12257","false","-1","N/A",,"false","12257","false",,"false","15006",,"15006","0","true","false",
"C","A","20090101","2009","52","2009","579","NOR","Norway","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20000","false","8","kg","20000","false","20000","false","0","false","16959.984","0","16959.984","0","false","true",
"C","A","20090101","2009","52","2009","583","FSM","FS Micronesia","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","142","true",,"false","46",,"46","4","true","false",
"C","A","20090101","2009","52","2009","586","PAK","Pakistan","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29000","false","-1","N/A",,"false","29000","false",,"false","11660",,"11660","0","true","false",
"C","A","20090101","2009","52","2009","604","PER","Peru","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","400","false","-1","N/A",,"false","400","false",,"false","341",,"341","0","true","false",
"C","A","20090101","2009","52","2009","608","PHL","Philippines","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1522789","false","-1","N/A",,"false","1522789","false",,"false","393493",,"393493","0","true","false",
"C","A","20090101","2009","52","2009","643","RUS","Russian Federation","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14693","false","-1","N/A",,"false","14693","false",,"false","2431",,"2431","0","true","false",
"C","A","20090101","2009","52","2009","670","VCT","Saint Vincent and the Grenadines","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","655","false","-1","N/A",,"false","655","false",,"false","1028",,"1028","0","true","false",
"C","A","20090101","2009","52","2009","702","SGP","Singapore","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45","false","-1","N/A",,"false","45","false",,"false","44",,"44","0","true","false",
